Order ID,Customer Name,Company,Order Region,Order State,Order City,Category Name,Department Name,Product Name,Order Item Quantity,Order Item Discount,Product Price,Order Item Total,Sales,order date (DateOrders),delivery date (Date),Days for shipment (scheduled),Days for shipping (real),Shipping Mode,Delivery Status,Late_delivery_risk
IND-100364,Ravi Kumar,Godrej Consumer,Central,Rajasthan,Jodhpur,Kitchen,Storage,Glass Jar 1L,4,0.25,2922.33,8766.99,8766.99,2024-02-03,2024-02-07,3,4,Two Day,Delayed,1
IND-100365,Pooja Joshi,Wipro Ltd.,East,Madhya Pradesh,Bhopal,Apparel,Kids,Kids Shorts,20,0.1,253.05,4554.9,4554.9,2025-05-14,2025-05-17,1,3,Overnight,Delivered,1
IND-100366,Amit Kumar,Aditya Birla Fashion,North,Gujarat,Surat,Kitchen,Storage,Glass Jar 1L,2,0.2,3165.04,5064.06,5064.06,2024-05-05,2024-05-20,10,15,Overnight,Delayed,1
IND-100367,Suresh Sharma,Infosys Ltd.,South,West Bengal,Kolkata,Automotive,Accessories,Car Seat Cover,20,0.1,4574.09,82333.62,82333.62,2023-11-28,2023-11-30,2,2,Two Day,In Transit,0
IND-100368,Amit Bose,Marico Ltd.,South,Delhi,New Delhi,Electronics,Computers,Laptop Model X,5,0.05,49665.81,235912.6,235912.6,2025-04-04,2025-04-11,7,7,Two Day,Out for Delivery,0
IND-100369,Divya Gupta,Amazon India,East,Telangana,Nizamabad,Electronics,TV & Audio,Soundbar 2.1,4,0.15,8939.24,30393.42,30393.42,2024-12-26,2025-01-03,8,8,Two Day,Out for Delivery,0
IND-100370,Suresh Iyer,Infosys Ltd.,Central,West Bengal,Siliguri,Electronics,Computers,Laptop Model Y,13,0.2,55887.01,581224.9,581224.9,2025-10-13,2025-10-23,1,10,Same Day,Delivered,1
IND-100371,Raj Sharma,Aditya Birla Fashion,West,Delhi,New Delhi,Automotive,Accessories,Floor Mat,8,0.2,11147.55,71344.32,71344.32,2024-05-31,2024-06-09,9,9,Same Day,Out for Delivery,0
IND-100372,Vikram Sharma,Reliance Retail,Central,Maharashtra,Mumbai,Groceries,Staples,Wheat Flour 10kg,12,0.1,1136.11,12269.99,12269.99,2024-07-28,2024-08-11,4,14,Standard,Delayed,1
IND-100373,Priya Mehta,Flipkart,East,Telangana,Nizamabad,Apparel,Men,T-Shirt,13,0.25,2003.54,19534.51,19534.51,2025-06-15,2025-06-18,3,3,Same Day,In Transit,0
IND-100374,Raj Iyer,Spencers,South,Karnataka,Mangalore,Furniture,Bedroom,Queen Bed,3,0.0,18805.39,56416.17,56416.17,2024-12-09,2024-12-15,7,6,Same Day,In Transit,0
IND-100375,Sneha Kapoor,Marico Ltd.,West,West Bengal,Kolkata,Beauty & Personal Care,Skincare,Sunscreen 100ml,4,0.15,517.23,1758.58,1758.58,2024-06-24,2024-07-06,10,12,Same Day,Delayed,1
IND-100376,Asha Singh,ITC Limited,Central,Karnataka,Bengaluru,Books,Fiction,Novel B,5,0.0,1993.31,9966.55,9966.55,2023-12-22,2023-12-30,7,8,Two Day,Delayed,1
IND-100377,Vikram Mehta,Mahindra & Mahindra,East,West Bengal,Siliguri,Apparel,Kids,Kids T-Shirt,1,0.25,1214.83,911.12,911.12,2025-03-21,2025-03-24,2,3,Same Day,Delivered,1
IND-100378,Suresh Gupta,Godrej Consumer,East,Maharashtra,Mumbai,Apparel,Women,Saree,7,0.0,612.19,4285.33,4285.33,2024-12-11,2024-12-17,4,6,Standard,Delivered,1
IND-100379,Sneha Patel,Amazon India,West,Karnataka,Mangalore,Electronics,Mobiles,Smartphone Model A,19,0.15,22886.38,369615.04,369615.04,2024-01-17,2024-01-28,9,11,Overnight,Delivered,1
IND-100380,Anjali Mehta,Reliance Retail,West,Maharashtra,Nagpur,Electronics,Computers,Laptop Model X,7,0.25,65532.78,344047.09,344047.09,2025-05-02,2025-05-10,8,8,Overnight,Delivered,0
IND-100381,Vivek Kumar,Marico Ltd.,South,Maharashtra,Pune,Books,Fiction,Novel A,5,0.25,141.66,531.22,531.22,2024-01-04,2024-01-08,5,4,Two Day,Out for Delivery,0
IND-100382,Divya Sharma,Dmart,West,Madhya Pradesh,Bhopal,Apparel,Women,Kurta,3,0.15,2432.92,6203.95,6203.95,2024-10-24,2024-10-31,7,7,Same Day,Delivered,0
IND-100383,Priya Sharma,Godrej Consumer,Central,Madhya Pradesh,Bhopal,Automotive,Spare Parts,Oil Filter,6,0.2,10596.29,50862.19,50862.19,2024-04-30,2024-05-07,8,7,Express,Delivered,0
IND-100384,Pooja Sharma,Reliance Retail,South,Kerala,Kochi,Electronics,Mobiles,Smartphone Model A,3,0.2,58005.59,139213.42,139213.42,2024-08-30,2024-09-08,7,9,Express,Delayed,1
IND-100385,Sneha Patel,Mahindra & Mahindra,South,Delhi,New Delhi,Kitchen,Cookware,Non-stick Pan,16,0.0,3079.65,49274.4,49274.4,2025-08-17,2025-08-21,5,4,Overnight,Delivered,0
IND-100386,Anjali Bose,ITC Limited,South,Karnataka,Bengaluru,Groceries,Staples,Wheat Flour 10kg,7,0.05,1418.31,9431.76,9431.76,2024-03-08,2024-03-13,3,5,Two Day,Delayed,1
IND-100387,Anjali Singh,Flipkart,East,Maharashtra,Mumbai,FMCG,Snacks,Biscuits Pack,11,0.15,3103.26,29015.48,29015.48,2023-12-28,2023-12-30,2,2,Express,Delivered,0
IND-100388,Sneha Mehta,Tata Electronics,East,Rajasthan,Jaipur,Books,Education,Science Workbook,7,0.1,2266.55,14279.27,14279.27,2024-07-06,2024-07-07,2,1,Express,Out for Delivery,0
IND-100389,Sneha Sharma,Spencers,South,Telangana,Warangal,Books,Education,Math Textbook,14,0.2,520.33,5827.7,5827.7,2025-02-21,2025-02-24,3,3,Two Day,Out for Delivery,0
IND-100390,Anjali Patel,Wipro Ltd.,Central,Gujarat,Surat,Electronics,TV & Audio,"LED TV 43""",9,0.15,15237.61,116567.72,116567.72,2025-02-25,2025-03-10,7,13,Express,Delivered,1
IND-100391,Suresh Reddy,ITC Limited,East,Tamil Nadu,Coimbatore,Apparel,Women,Saree,7,0.15,1815.58,10802.7,10802.7,2024-08-25,2024-08-26,1,1,Express,In Transit,0
IND-100392,Neha Patel,Spencers,East,Madhya Pradesh,Bhopal,Kitchen,Cookware,Pressure Cooker,2,0.15,248.29,422.09,422.09,2025-04-13,2025-04-16,1,3,Two Day,Delayed,1
IND-100393,Suresh Kumar,Tata Electronics,Central,West Bengal,Kolkata,Beauty & Personal Care,Skincare,Face Cream 50ml,12,0.25,957.79,8620.11,8620.11,2024-02-14,2024-02-16,1,2,Express,Delivered,1
IND-100394,Pooja Patel,Marico Ltd.,North,Madhya Pradesh,Bhopal,Beauty & Personal Care,Skincare,Sunscreen 100ml,15,0.0,2141.32,32119.8,32119.8,2025-08-17,2025-08-20,2,3,Overnight,Delayed,1
IND-100395,Neha Bose,Amazon India,East,Kerala,Thiruvananthapuram,Kitchen,Cookware,Non-stick Pan,20,0.25,4410.19,66152.85,66152.85,2024-01-09,2024-01-19,9,10,Standard,Delayed,1
IND-100396,Ravi Gupta,ITC Limited,Central,Gujarat,Surat,Furniture,Living Room,Sofa 3-seater,18,0.05,43432.22,742690.96,742690.96,2024-04-03,2024-04-08,6,5,Two Day,Out for Delivery,0
IND-100397,Sneha Gupta,BigBasket,Central,Telangana,Nizamabad,Furniture,Bedroom,Wardrobe,9,0.1,6104.22,49444.18,49444.18,2024-11-01,2024-11-08,8,7,Two Day,Out for Delivery,0
IND-100398,Neha Gupta,Marico Ltd.,East,Rajasthan,Udaipur,Apparel,Men,Jeans,3,0.05,332.49,947.6,947.6,2024-09-04,2024-09-11,2,7,Standard,Delayed,1
IND-100399,Vivek Kumar,Hindustan Unilever,Central,Tamil Nadu,Coimbatore,Automotive,Accessories,Car Seat Cover,16,0.15,5527.15,75169.24,75169.24,2025-09-04,2025-09-05,1,1,Standard,Delivered,0
IND-100400,Anjali Joshi,ITC Limited,North,Gujarat,Surat,Furniture,Bedroom,Wardrobe,15,0.05,20332.69,289740.83,289740.83,2024-09-22,2024-09-25,3,3,Two Day,In Transit,0
IND-100401,Raj Nambiar,Godrej Consumer,Central,Maharashtra,Pune,Home Appliances,Kitchen Appliances,Electric Kettle,6,0.25,48713.89,219212.5,219212.5,2025-10-23,2025-10-28,3,5,Standard,Delivered,1
IND-100402,Anjali Patel,Aditya Birla Fashion,East,Tamil Nadu,Tiruchirappalli,FMCG,Beverages,Coffee Jar 200g,12,0.15,782.32,7979.66,7979.66,2025-05-19,2025-05-21,3,2,Standard,In Transit,0
IND-100403,Anjali Patel,Spencers,East,Tamil Nadu,Tiruchirappalli,Electronics,TV & Audio,Soundbar 2.1,10,0.1,40543.3,364889.7,364889.7,2025-06-23,2025-06-28,3,5,Same Day,Delayed,1
IND-100404,Suresh Sharma,Flipkart,South,Maharashtra,Pune,Automotive,Spare Parts,Oil Filter,20,0.15,12692.72,215776.24,215776.24,2024-11-13,2024-11-15,2,2,Overnight,Out for Delivery,0
IND-100405,Priya Bose,Reliance Retail,East,Delhi,New Delhi,Books,Fiction,Novel B,7,0.2,1522.35,8525.16,8525.16,2025-07-25,2025-08-04,9,10,Two Day,Delayed,1
IND-100406,Ravi Singh,Godrej Consumer,South,Gujarat,Surat,Furniture,Bedroom,Wardrobe,15,0.0,52835.2,792528.0,792528.0,2024-06-21,2024-07-01,8,10,Two Day,Delivered,1
IND-100407,Vikram Patel,Spencers,East,Kerala,Kozhikode,Kitchen,Cookware,Non-stick Pan,7,0.2,1550.99,8685.54,8685.54,2024-10-22,2024-10-26,2,4,Standard,Delayed,1
IND-100408,Suresh Nambiar,Infosys Ltd.,East,Delhi,New Delhi,Kitchen,Cookware,Non-stick Pan,6,0.1,4169.8,22516.92,22516.92,2025-06-03,2025-06-16,8,13,Overnight,Delivered,1
IND-100409,Sneha Kumar,Marico Ltd.,East,Rajasthan,Jodhpur,Electronics,Mobiles,Smartphone Model B,10,0.25,76701.99,575264.93,575264.93,2025-03-11,2025-03-14,2,3,Two Day,Delayed,1
IND-100410,Karan Singh,Tata Electronics,Central,Telangana,Hyderabad,Books,Fiction,Novel B,19,0.15,1493.41,24118.57,24118.57,2024-08-04,2024-08-11,8,7,Same Day,Out for Delivery,0
IND-100411,Neha Kumar,Infosys Ltd.,North,Maharashtra,Nagpur,Home Appliances,Large Appliances,Washing Machine 7kg,5,0.0,19154.5,95772.5,95772.5,2024-08-19,2024-08-26,6,7,Standard,Delivered,1
IND-100412,Priya Bose,Spencers,West,Rajasthan,Jodhpur,FMCG,Beverages,Tea Pack 1kg,20,0.2,3775.51,60408.16,60408.16,2024-10-09,2024-10-16,6,7,Same Day,Delivered,1
IND-100413,Divya Patel,Godrej Consumer,South,Rajasthan,Jodhpur,Electronics,Mobiles,Smartphone Model C,10,0.15,32976.06,280296.51,280296.51,2025-01-08,2025-01-14,6,6,Standard,Delivered,0
IND-100414,Sneha Bose,Dmart,East,Rajasthan,Jaipur,Kitchen,Cookware,Pressure Cooker,15,0.0,4584.35,68765.25,68765.25,2024-03-27,2024-03-29,1,2,Same Day,Delayed,1
IND-100415,Anjali Patel,BigBasket,East,Madhya Pradesh,Gwalior,Automotive,Spare Parts,Car Brake Pad,8,0.25,2366.36,14198.16,14198.16,2024-04-07,2024-04-11,4,4,Express,Delivered,0
IND-100416,Karan Nambiar,Reliance Retail,West,Karnataka,Bengaluru,Beauty & Personal Care,Skincare,Face Cream 50ml,4,0.25,195.1,585.3,585.3,2025-04-22,2025-05-04,10,12,Same Day,Delayed,1
IND-100417,Priya Sharma,BigBasket,North,Delhi,New Delhi,Kitchen,Cookware,Non-stick Pan,6,0.0,3369.47,20216.82,20216.82,2024-02-14,2024-02-18,3,4,Overnight,Delivered,1
IND-100418,Neha Sharma,Hindustan Unilever,Central,Tamil Nadu,Coimbatore,Apparel,Kids,Kids T-Shirt,17,0.05,729.29,11778.03,11778.03,2024-08-28,2024-08-30,3,2,Standard,Delivered,0
IND-100419,Neha Patel,Amazon India,East,West Bengal,Siliguri,Books,Fiction,Novel A,12,0.15,2945.77,30046.85,30046.85,2024-06-20,2024-06-28,9,8,Same Day,Delivered,0
IND-100420,Karan Gupta,Marico Ltd.,Central,Karnataka,Mysuru,Automotive,Spare Parts,Car Brake Pad,11,0.15,7658.84,71610.15,71610.15,2024-08-30,2024-09-08,8,9,Two Day,Delayed,1
IND-100421,Vikram Reddy,Dmart,East,Kerala,Thiruvananthapuram,Apparel,Women,Saree,6,0.25,137.08,616.86,616.86,2025-03-31,2025-04-01,2,1,Standard,Delivered,0
IND-100422,Priya Mehta,ITC Limited,Central,Kerala,Kozhikode,Home Appliances,Kitchen Appliances,Electric Kettle,7,0.2,18254.32,102224.19,102224.19,2024-12-31,2025-01-04,2,4,Two Day,Delivered,1
IND-100423,Karan Joshi,BigBasket,North,Madhya Pradesh,Indore,Beauty & Personal Care,Haircare,Conditioner 200ml,20,0.15,2855.4,48541.8,48541.8,2025-04-20,2025-05-03,5,13,Standard,Delayed,1
IND-100424,Vivek Patel,Wipro Ltd.,South,West Bengal,Siliguri,Electronics,Mobiles,Smartphone Model C,2,0.15,67273.44,114364.85,114364.85,2025-10-08,2025-10-11,1,3,Overnight,Delivered,1
IND-100425,Priya Joshi,BigBasket,West,Delhi,New Delhi,Groceries,Dairy,Cheese 200g,7,0.15,1503.14,8943.68,8943.68,2025-03-30,2025-04-09,9,10,Overnight,Delayed,1
IND-100426,Pooja Gupta,Mahindra & Mahindra,South,Kerala,Kochi,Beauty & Personal Care,Haircare,Conditioner 200ml,2,0.2,195.29,312.46,312.46,2025-09-19,2025-09-24,5,5,Two Day,In Transit,0
IND-100427,Karan Sharma,Marico Ltd.,Central,Delhi,New Delhi,Kitchen,Storage,Glass Jar 1L,16,0.05,2833.16,43064.03,43064.03,2025-04-15,2025-04-18,1,3,Overnight,Delivered,1
IND-100428,Ravi Kumar,Godrej Consumer,East,Gujarat,Surat,Kitchen,Cookware,Non-stick Pan,12,0.25,1776.94,15992.46,15992.46,2025-07-03,2025-07-05,1,2,Two Day,Delayed,1
IND-100429,Anjali Kumar,Mahindra & Mahindra,West,Gujarat,Surat,FMCG,Beverages,Tea Pack 1kg,10,0.25,2983.03,22372.73,22372.73,2024-01-20,2024-01-28,5,8,Standard,Delivered,1
IND-100430,Vikram Kapoor,Dmart,East,West Bengal,Howrah,Groceries,Dairy,Cheese 200g,1,0.2,3494.99,2795.99,2795.99,2023-12-06,2023-12-14,6,8,Same Day,Delayed,1
IND-100431,Pooja Bose,Godrej Consumer,West,Karnataka,Mysuru,Furniture,Living Room,Coffee Table,12,0.05,58257.38,664134.13,664134.13,2025-04-05,2025-04-07,2,2,Same Day,In Transit,0
IND-100432,Sneha Kapoor,BigBasket,North,Delhi,New Delhi,Apparel,Kids,Kids T-Shirt,19,0.0,1076.83,20459.77,20459.77,2025-06-16,2025-06-25,9,9,Same Day,Delivered,0
IND-100433,Vivek Bose,Mahindra & Mahindra,Central,Rajasthan,Udaipur,Furniture,Living Room,Coffee Table,13,0.2,17322.09,180149.74,180149.74,2025-02-20,2025-03-02,9,10,Overnight,Delayed,1
IND-100434,Divya Mehta,Flipkart,North,West Bengal,Kolkata,Books,Education,Science Workbook,19,0.0,2207.18,41936.42,41936.42,2025-05-01,2025-05-05,4,4,Express,Delivered,0
IND-100435,Divya Sharma,Godrej Consumer,South,Kerala,Thiruvananthapuram,FMCG,Snacks,Biscuits Pack,10,0.1,3247.91,29231.19,29231.19,2025-10-17,2025-10-27,10,10,Standard,Delivered,0
IND-100436,Divya Singh,BigBasket,Central,Maharashtra,Pune,Books,Education,Science Workbook,14,0.0,1976.07,27664.98,27664.98,2024-06-07,2024-06-09,3,2,Same Day,In Transit,0
IND-100437,Pooja Kumar,Amazon India,South,Tamil Nadu,Chennai,Electronics,Mobiles,Smartphone Model B,20,0.0,27348.44,546968.8,546968.8,2025-01-03,2025-01-08,6,5,Two Day,Out for Delivery,0
IND-100438,Asha Bose,ITC Limited,South,Telangana,Hyderabad,Apparel,Kids,Kids Shorts,16,0.05,2665.24,40511.65,40511.65,2025-07-20,2025-07-23,2,3,Same Day,Delivered,1
IND-100439,Priya Patel,Infosys Ltd.,East,Kerala,Kochi,FMCG,Snacks,Biscuits Pack,14,0.2,1308.81,14658.67,14658.67,2024-01-10,2024-01-17,8,7,Same Day,Out for Delivery,0
IND-100440,Raj Patel,Wipro Ltd.,East,West Bengal,Howrah,Furniture,Bedroom,Wardrobe,10,0.2,4201.23,33609.84,33609.84,2023-12-19,2023-12-20,1,1,Same Day,Out for Delivery,0
IND-100441,Karan Joshi,Spencers,South,Delhi,New Delhi,Apparel,Kids,Kids T-Shirt,15,0.15,1226.57,15638.77,15638.77,2024-08-01,2024-08-10,5,9,Same Day,Delayed,1
IND-100442,Karan Joshi,Godrej Consumer,South,West Bengal,Howrah,Beauty & Personal Care,Skincare,Sunscreen 100ml,3,0.15,2487.27,6342.54,6342.54,2025-03-10,2025-03-18,7,8,Two Day,Delayed,1
IND-100443,Vikram Kapoor,Godrej Consumer,South,Delhi,New Delhi,Groceries,Dairy,Cheese 200g,1,0.25,3821.78,2866.34,2866.34,2025-08-31,2025-09-03,3,3,Standard,In Transit,0
IND-100444,Priya Sharma,ITC Limited,Central,Delhi,New Delhi,Home Appliances,Kitchen Appliances,Mixer Grinder,20,0.1,34916.16,628490.88,628490.88,2025-02-18,2025-02-26,8,8,Same Day,Delivered,0
IND-100445,Priya Iyer,Wipro Ltd.,South,Gujarat,Surat,Furniture,Living Room,Coffee Table,13,0.2,56851.16,591252.06,591252.06,2024-06-30,2024-07-01,1,1,Standard,In Transit,0
IND-100446,Vikram Kapoor,Reliance Retail,East,Delhi,New Delhi,Beauty & Personal Care,Haircare,Shampoo 200ml,3,0.05,2878.3,8203.16,8203.16,2025-06-16,2025-06-27,2,11,Two Day,Delivered,1
IND-100447,Sneha Reddy,Amazon India,South,Karnataka,Mysuru,Automotive,Accessories,Floor Mat,13,0.05,2387.89,29490.44,29490.44,2025-07-20,2025-07-25,4,5,Express,Delivered,1
IND-100448,Raj Singh,Reliance Retail,South,Kerala,Kochi,FMCG,Snacks,Potato Chips 150g,12,0.25,2935.37,26418.33,26418.33,2025-02-25,2025-03-02,2,5,Same Day,Delivered,1
IND-100449,Asha Kapoor,Mahindra & Mahindra,Central,Kerala,Kozhikode,Automotive,Spare Parts,Car Brake Pad,18,0.1,1351.91,21900.94,21900.94,2024-07-11,2024-07-18,8,7,Standard,In Transit,0
IND-100450,Vikram Joshi,Aditya Birla Fashion,North,Madhya Pradesh,Indore,Furniture,Living Room,Sofa 3-seater,19,0.05,13224.22,238697.17,238697.17,2025-04-12,2025-04-22,8,10,Express,Delayed,1
IND-100451,Raj Sharma,Infosys Ltd.,Central,Rajasthan,Udaipur,Furniture,Living Room,Sofa 3-seater,16,0.1,52685.73,758674.51,758674.51,2024-11-17,2024-11-25,7,8,Overnight,Delivered,1
IND-100452,Amit Gupta,Spencers,East,Gujarat,Surat,Books,Fiction,Novel B,2,0.0,647.87,1295.74,1295.74,2024-07-06,2024-07-14,3,8,Express,Delivered,1
IND-100453,Pooja Gupta,Reliance Retail,South,Karnataka,Mangalore,Groceries,Dairy,Cheese 200g,16,0.25,606.83,7281.96,7281.96,2024-04-13,2024-04-15,2,2,Same Day,Delivered,0
IND-100454,Vivek Kapoor,ITC Limited,West,Rajasthan,Udaipur,FMCG,Beverages,Tea Pack 1kg,14,0.05,4606.05,61260.47,61260.47,2025-04-07,2025-04-08,2,1,Same Day,Out for Delivery,0
IND-100455,Priya Gupta,ITC Limited,North,Kerala,Thiruvananthapuram,Home Appliances,Kitchen Appliances,Mixer Grinder,15,0.25,41873.56,471077.55,471077.55,2025-03-19,2025-03-28,8,9,Overnight,Delayed,1
IND-100456,Asha Mehta,Godrej Consumer,North,Maharashtra,Nashik,Kitchen,Cookware,Non-stick Pan,2,0.1,4017.71,7231.88,7231.88,2024-10-09,2024-10-12,1,3,Standard,Delivered,1
IND-100457,Divya Iyer,BigBasket,Central,Tamil Nadu,Coimbatore,Apparel,Men,T-Shirt,6,0.15,1226.66,6255.97,6255.97,2024-08-31,2024-09-11,3,11,Two Day,Delivered,1
IND-100458,Priya Gupta,Flipkart,Central,Tamil Nadu,Madurai,Groceries,Staples,Wheat Flour 10kg,15,0.15,4432.79,56518.07,56518.07,2024-08-14,2024-08-23,10,9,Two Day,In Transit,0
IND-100459,Vikram Sharma,Flipkart,East,Tamil Nadu,Tiruchirappalli,Electronics,TV & Audio,Soundbar 2.1,15,0.25,55733.0,626996.25,626996.25,2025-10-16,2025-10-18,3,2,Same Day,In Transit,0
IND-100460,Amit Patel,Aditya Birla Fashion,East,Karnataka,Mangalore,Automotive,Spare Parts,Oil Filter,10,0.2,8743.77,69950.16,69950.16,2024-01-31,2024-02-03,1,3,Two Day,Delayed,1
IND-100461,Raj Kapoor,Godrej Consumer,North,Madhya Pradesh,Indore,Apparel,Kids,Kids T-Shirt,4,0.15,2247.5,7641.5,7641.5,2024-05-15,2024-05-17,3,2,Standard,In Transit,0
IND-100462,Pooja Joshi,Amazon India,West,Gujarat,Vadodara,Books,Education,Science Workbook,6,0.0,712.1,4272.6,4272.6,2025-07-24,2025-07-28,5,4,Two Day,Out for Delivery,0
IND-100463,Ravi Patel,Tata Electronics,South,Maharashtra,Nashik,Books,Education,Science Workbook,20,0.1,2205.14,39692.52,39692.52,2025-08-08,2025-08-20,10,12,Same Day,Delayed,1
IND-100464,Priya Kumar,Wipro Ltd.,East,Tamil Nadu,Chennai,FMCG,Beverages,Tea Pack 1kg,16,0.25,3260.68,39128.16,39128.16,2024-07-18,2024-07-25,7,7,Standard,In Transit,0
IND-100465,Ravi Sharma,Mahindra & Mahindra,West,Tamil Nadu,Tiruchirappalli,Home Appliances,Kitchen Appliances,Electric Kettle,16,0.15,24631.48,334988.13,334988.13,2025-07-05,2025-07-11,4,6,Standard,Delivered,1
IND-100466,Divya Nambiar,Mahindra & Mahindra,Central,Karnataka,Mangalore,Kitchen,Storage,Plastic Container 3pc,16,0.2,2028.42,25963.78,25963.78,2025-07-11,2025-07-23,10,12,Express,Delayed,1
IND-100467,Anjali Bose,ITC Limited,North,Maharashtra,Nashik,Apparel,Women,Saree,16,0.2,439.13,5620.86,5620.86,2025-09-05,2025-09-13,6,8,Standard,Delayed,1
IND-100468,Pooja Reddy,Godrej Consumer,North,Telangana,Warangal,Groceries,Staples,Wheat Flour 10kg,20,0.25,4274.6,64119.0,64119.0,2025-09-16,2025-09-29,8,13,Two Day,Delivered,1
IND-100469,Sneha Singh,ITC Limited,South,West Bengal,Kolkata,Apparel,Kids,Kids Shorts,5,0.05,602.54,2862.06,2862.06,2025-07-26,2025-08-10,8,15,Two Day,Delivered,1
IND-100470,Ravi Gupta,Reliance Retail,West,Telangana,Nizamabad,Automotive,Accessories,Car Seat Cover,6,0.2,12505.26,60025.25,60025.25,2023-12-16,2023-12-17,2,1,Overnight,Delivered,0
IND-100471,Raj Gupta,Marico Ltd.,West,Rajasthan,Jaipur,Furniture,Living Room,Coffee Table,5,0.2,51644.26,206577.04,206577.04,2025-07-24,2025-07-28,2,4,Two Day,Delayed,1
IND-100472,Divya Sharma,BigBasket,West,Madhya Pradesh,Gwalior,Groceries,Staples,Rice 5kg,6,0.05,3168.13,18058.34,18058.34,2024-11-18,2024-11-23,3,5,Overnight,Delivered,1
IND-100473,Divya Patel,Godrej Consumer,North,Tamil Nadu,Madurai,Apparel,Men,Jeans,14,0.0,2330.74,32630.36,32630.36,2024-07-22,2024-07-30,8,8,Standard,In Transit,0
IND-100474,Vivek Reddy,Flipkart,South,Kerala,Thiruvananthapuram,Home Appliances,Large Appliances,Refrigerator 260L,5,0.15,40484.9,172060.82,172060.82,2025-01-06,2025-01-15,8,9,Standard,Delivered,1
IND-100475,Anjali Gupta,Tata Electronics,East,Maharashtra,Mumbai,Beauty & Personal Care,Skincare,Sunscreen 100ml,2,0.0,1240.47,2480.94,2480.94,2025-09-20,2025-09-22,3,2,Overnight,In Transit,0
IND-100476,Suresh Singh,Amazon India,Central,Kerala,Kozhikode,Furniture,Bedroom,Queen Bed,9,0.2,54311.89,391045.61,391045.61,2024-04-12,2024-04-19,7,7,Overnight,Out for Delivery,0
IND-100477,Karan Joshi,Godrej Consumer,Central,West Bengal,Howrah,Beauty & Personal Care,Skincare,Sunscreen 100ml,3,0.1,207.21,559.47,559.47,2024-12-17,2024-12-21,3,4,Express,Delayed,1
IND-100478,Anjali Joshi,Hindustan Unilever,North,Rajasthan,Udaipur,Home Appliances,Kitchen Appliances,Mixer Grinder,18,0.05,30440.17,520526.91,520526.91,2024-09-20,2024-09-26,7,6,Standard,In Transit,0
IND-100479,Ravi Joshi,Tata Electronics,North,Rajasthan,Udaipur,Apparel,Women,Saree,19,0.15,2236.89,36125.77,36125.77,2024-10-26,2024-10-30,4,4,Same Day,In Transit,0
IND-100480,Asha Iyer,Infosys Ltd.,West,Madhya Pradesh,Gwalior,Groceries,Staples,Rice 5kg,11,0.05,2606.44,27237.3,27237.3,2024-11-17,2024-12-02,8,15,Two Day,Delayed,1
IND-100481,Amit Nambiar,Spencers,East,Maharashtra,Nashik,FMCG,Snacks,Potato Chips 150g,12,0.15,3400.27,34682.75,34682.75,2025-07-08,2025-07-19,9,11,Same Day,Delivered,1
IND-100482,Pooja Mehta,Spencers,East,West Bengal,Howrah,Beauty & Personal Care,Skincare,Face Cream 50ml,17,0.25,468.66,5975.41,5975.41,2025-02-24,2025-02-26,3,2,Express,In Transit,0
IND-100483,Anjali Sharma,Hindustan Unilever,North,Maharashtra,Pune,Kitchen,Storage,Plastic Container 3pc,4,0.1,1879.45,6766.02,6766.02,2023-12-25,2024-01-09,9,15,Same Day,Delivered,1
IND-100484,Karan Patel,Reliance Retail,West,Delhi,New Delhi,Home Appliances,Large Appliances,Refrigerator 260L,10,0.05,44674.75,424410.12,424410.12,2024-05-19,2024-06-05,8,17,Same Day,Delayed,1
IND-100485,Raj Kapoor,ITC Limited,South,Kerala,Thiruvananthapuram,Books,Education,Science Workbook,16,0.2,2519.93,32255.1,32255.1,2024-03-28,2024-04-02,3,5,Two Day,Delivered,1
IND-100486,Neha Joshi,BigBasket,South,Gujarat,Ahmedabad,Kitchen,Storage,Glass Jar 1L,8,0.1,4506.21,32444.71,32444.71,2025-05-20,2025-05-23,1,3,Same Day,Delayed,1
IND-100487,Vivek Sharma,Hindustan Unilever,West,Maharashtra,Nagpur,Groceries,Staples,Rice 5kg,20,0.0,2732.08,54641.6,54641.6,2025-06-19,2025-07-06,9,17,Overnight,Delayed,1
IND-100488,Raj Reddy,Reliance Retail,South,Rajasthan,Jaipur,FMCG,Snacks,Potato Chips 150g,18,0.15,3053.93,46725.13,46725.13,2025-07-09,2025-07-10,1,1,Same Day,In Transit,0
IND-100489,Suresh Gupta,Dmart,North,Kerala,Kochi,Beauty & Personal Care,Haircare,Shampoo 200ml,4,0.2,2941.38,9412.42,9412.42,2024-05-04,2024-05-14,5,10,Standard,Delayed,1
IND-100490,Ravi Kapoor,Infosys Ltd.,West,Kerala,Kozhikode,Furniture,Living Room,Sofa 3-seater,2,0.0,19987.39,39974.78,39974.78,2024-10-06,2024-10-10,3,4,Same Day,Delivered,1
IND-100491,Karan Kapoor,Wipro Ltd.,West,Maharashtra,Pune,Kitchen,Cookware,Pressure Cooker,17,0.15,3774.33,54539.07,54539.07,2024-03-10,2024-03-23,5,13,Overnight,Delivered,1
IND-100492,Vivek Reddy,Mahindra & Mahindra,South,West Bengal,Kolkata,Electronics,Computers,Laptop Model X,8,0.25,62223.37,373340.22,373340.22,2024-03-21,2024-03-28,5,7,Standard,Delayed,1
